,address,num_bedroom,num_bathroom,price,post_code,latitude,longitude,neighborhood,ptype,size
1307,13 Berryfield Way,4 bd,3 ba,"849,900",L7C2P9,43.758465,-79.772362,Sandringham-Wellington,house,2000-2500 sqft
1308,18 Totten Drive,4 bd,3 ba,"875,777",L7C2P9,43.761574,-79.76165,Sandringham-Wellington,house,2000-2500 sqft
1309,125 Larson Peak Road,4 bd,4 ba,"1,040,000",L7C2P9,43.756016,-79.820312,Sandringham-Wellington,house,2500-3000 sqft
1310,97 Twistleton Street,4 bd,4 ba,"979,913",L7C2P9,43.762035,-79.829277,Sandringham-Wellington,house,2500-3000 sqft
1311,5 Russell Creek Drive,4 bd,4 ba,"989,800",L7C2P9,43.75919,-79.778267,Sandringham-Wellington,house,2500-3000 sqft
1312,66 Mcechearn Crescent,2 bd,4 ba,"769,900",L7C2P9,43.759212,-79.822266,Sandringham-Wellington,house,
1313,13304 Bramalea Road,3 bd,3 ba,"2,999,900",L7C2P9,43.797703,-79.816513,Sandringham-Wellington,house,
1314,129 Sled Dog Road,4 bd,5 ba,"915,000",L7C2P9,43.773586,-79.758705,Sandringham-Wellington,house,2500-3000 sqft
1315,25 Serences Way,3 bd,4 ba,"799,000",L7C2P9,43.764713,-79.7593,Sandringham-Wellington,house,2000-2500 sqft
1316,12182 Torbram Road,3 bd,3 ba,"1,099,999",L7C2P9,43.786278,-79.777046,Sandringham-Wellington,house,
1317,3 Fawnridge Road,4 bd,5 ba,"999,000",L7C2P9,43.758457,-79.828049,Sandringham-Wellington,house,2500-3000 sqft
1318,12 Thornapple Street,4 bd,3 ba,"859,800",L7C2P9,43.75935,-79.786903,Sandringham-Wellington,house,2000-2500 sqft
1319,564 Fernforest Drive,4 bd,5 ba,"935,000",L7C2P9,43.758121,-79.776848,Sandringham-Wellington,house,
1320,104-60 Fairwood Circle,1 bd,1 ba,"364,900",L7C2P9,43.758617,-79.764496,Sandringham-Wellington,condo,600-699 sqft
1321,3-2530 Countryside Drive,3 bd,3 ba,"569,000",L7C2P9,43.776138,-79.760551,Sandringham-Wellington,condo,1800-1999 sqft
1322,7-60 Fairwood Circle,3 bd,3 ba,"569,900",L7C2P9,43.758617,-79.764496,Sandringham-Wellington,condo,1200-1399 sqft
1323,17 Trentonian Street,4 bd,3 ba,"729,000",L7C2P9,43.758247,-79.78363,Sandringham-Wellington,townhouse,2000-2500 sqft
1324,67 Connolly Crescent,3 bd,3 ba,"698,500",L7C2P9,43.772629,-79.759544,Sandringham-Wellington,townhouse,
1325,120 Desert Sand Drive,3 bd,4 ba,"589,999",L7C2P9,43.75491,-79.760025,Sandringham-Wellington,townhouse,1500-2000 sqft
1326,49 Saint Dennis Road,4 bd,3 ba,"799,000",L7C2P9,43.760551,-79.781944,Sandringham-Wellington,townhouse,
1327,75 Maple Cider Street,3 bd,3 ba,"679,900",L7C2P9,43.763023,-79.826767,Sandringham-Wellington,townhouse,1500-2000 sqft
1328,8 Melbrit Lane,3 bd,2 ba,"574,900",L7C2P9,43.754803,-79.830688,Sandringham-Wellington,townhouse,1500-2000 sqft
1329,67 Villadowns Trail,4 bd,3 ba,"789,900",L7C2P9,43.758358,-79.777893,Sandringham-Wellington,townhouse,2000-2500 sqft
1330,316 Bonnieglen Farm Boulevard,3 bd,2 ba,"574,000",L7C2P9,43.757256,-79.817627,Sandringham-Wellington,townhouse,1100-1500 sqft
1331,43 Yellowknife Road,3 bd,3 ba,"759,000",L7C2P9,43.762066,-79.783035,Sandringham-Wellington,townhouse,1500-2000 sqft
1332,12 Yellowknife Road,4 bd,5 ba,"839,999",L7C2P9,43.76033,-79.785538,Sandringham-Wellington,townhouse,2000-2500 sqft
1333,4 Tilden Road,4 bd,3 ba,"599,000",L7C2P9,43.76038,-79.764915,Sandringham-Wellington,townhouse,1500-2000 sqft
1334,15 Thornapple Street,3 bd,3 ba,"699,900",L7C2P9,43.75935,-79.786903,Sandringham-Wellington,townhouse,1500-2000 sqft
1335,30 Brooksbank Crescent,3 bd,2 ba,"689,900",L1S4X1,43.825592,-79.024712,South West,house,
1336,258 Rands Road,3 bd,3 ba,"549,800",L1S4X1,43.825306,-79.027847,South West,house,
1337,916 Finley Avenue,3 bd,2 ba,"625,000",L1S4X1,43.822292,-79.024925,South West,house,
1338,60 Outer Banks Drive,4 bd,4 ba,"1,045,000",L3S4B1,43.873577,-79.230515,Sherwood-Amberglen,house,2500-3000 sqft
1339,4 Primrose Path Crescent,4 bd,4 ba,"1,059,000",L3S4B1,43.866302,-79.234123,Sherwood-Amberglen,house,2000-2500 sqft
1340,22 Patriot Court,4 bd,3 ba,"1,325,000",L3S4B1,43.87093,-79.239586,Sherwood-Amberglen,house,2500-3000 sqft
1341,51 Lady Fern Drive,3 bd,4 ba,"930,000",L3S4B1,43.863445,-79.23774,Sherwood-Amberglen,house,
1342,34 Black Walnut Drive,4 bd,3 ba,"1,099,999",L3S4B1,43.863144,-79.239983,Sherwood-Amberglen,house,
1343,7822 Ninth Line,3 bd,2 ba,"998,000",L3S4B1,43.861153,-79.230919,Sherwood-Amberglen,house,
1344,20 Landscape Drive,4 bd,4 ba,"1,095,000",L6P2K4,43.789032,-79.745689,Vales of Castlemore North,house,3000-3500 sqft
1345,7 Laurentide Crescent,5 bd,5 ba,"1,199,700",L6P2K4,43.79575,-79.752098,Vales of Castlemore North,house,
1346,42 Vernet Crescent,4 bd,4 ba,"995,000",L6P2K4,43.789902,-79.750999,Vales of Castlemore North,house,2500-3000 sqft
1347,4 Prada Court,4 bd,4 ba,"960,000",L6P2K4,43.786766,-79.750961,Vales of Castlemore North,house,2500-3000 sqft
1348,16 Royal Links Circle,4 bd,6 ba,"1,289,000",L6P2K4,43.790981,-79.755867,Vales of Castlemore North,house,3000-3500 sqft
1349,573 Stephens Crescent,4 bd,2 ba,"1,259,900",L6L5A8,43.432583,-79.697563,Bronte East,house,1470 sqft
1350,260 Weldon Avenue,3 bd,2 ba,"1,099,000",L6L5A8,43.430012,-79.694893,Bronte East,house,1318 sqft
1351,260 Weldon Avenue,3 bd,2 ba,"1,099,000",L6L5A8,43.429951,-79.694954,Bronte East,house,1100-1500 sqft
1352,478 Winston Road,4 bd,5 ba,"2,699,000",L6L5A8,43.426788,-79.699516,Bronte East,house,3500-5000 sqft
1353,237 Weldon Avenue,3 bd,2 ba,"979,000",L6L5A8,43.429691,-79.693703,Bronte East,house,
1354,602 Stephens Crescent,3 bd,2 ba,"875,000",L6L5A8,43.432037,-79.698639,Bronte East,house,1100-1500 sqft
1355,314 Burton Road,4 bd,5 ba,"2,499,900",L6L5A8,43.432556,-79.695305,Bronte East,house,3500-5000 sqft
1356,459 Smith Lane,5 bd,5 ba,"2,150,000",L6L5A8,43.427174,-79.697815,Bronte East,house,2901 sqft
1357,459 Smith Lane,4 bd,5 ba,"2,150,000",L6L5A8,43.427174,-79.697815,Bronte East,house,2500-3000 sqft
1358,587 Stephens Crescent,3 bd,1 ba,"864,900",L6L5A8,43.432858,-79.698662,Bronte East,house,1100-1500 sqft
1359,12 Bradgate Road,3 bd,3 ba,"1,578,800",M3B1H4,43.742004,-79.356216,Banbury-Don Mills,house,
1360,8 Terrington Court,3 bd,3 ba,"2,388,888",M3B1H4,43.74165,-79.358604,Banbury-Don Mills,house,1500-2000 sqft
1361,48 Ivory Silk Drive,4 bd,4 ba,"1,320,000",L6C0J4,43.889214,-79.373154,Cathedraltown,house,3000-3500 sqft
1362,6 Vitanna Road,4 bd,4 ba,"1,398,000",L6C0J4,43.892059,-79.37458,Cathedraltown,house,2500-3000 sqft
1363,133 Reflection Road,4 bd,4 ba,"1,199,000",L6C0J4,43.894424,-79.376801,Cathedraltown,house,
1364,45 Victor Herbert Way,4 bd,4 ba,"869,000",L6C0J4,43.89558,-79.374977,Cathedraltown,condo,2250-2499 sqft
1365,229-28 Prince Regent Street,3 bd,2 ba,"599,900",L6C0J4,43.895786,-79.373322,Cathedraltown,condo,1000-1199 sqft
1366,Apt.334-101 Cathedral High Street,2 bd,1 ba,"657,000",L6C0J4,43.893269,-79.374702,Cathedraltown,condo,800-899 sqft
1367,Apt.212-101 Cathedral High Street,2 bd,2 ba,"775,500",L6C0J4,43.893269,-79.374702,Cathedraltown,condo,1000-1199 sqft
1368,Ph12-101 Cathedral High Street,2 bd,2 ba,"774,000",L6C0J4,43.893269,-79.374702,Cathedraltown,condo,1000-1199 sqft
1369,24 Silverado Hills Drive,4 bd,4 ba,"998,000",L6C0J4,43.888218,-79.372345,Cathedraltown,townhouse,
1370,35 Russell Dawson Road,3 bd,4 ba,"879,000",L6C0J4,43.888252,-79.374001,Cathedraltown,townhouse,
1371,11 Tatra Lane,4 bd,4 ba,"850,000",L6C0J4,43.894001,-79.375191,Cathedraltown,townhouse,1500-2000 sqft
1372,908 Roselawn Avenue,1 bd,1 ba,"850,000",M6B3L3,43.702156,-79.442276,Briar Hill-Belgravia,house,
1373,1569 Greenbriar Drive,4 bd,4 ba,"935,000",L6M3K1,43.44651,-79.730331,Glen Abbey,house,1660 sqft
1374,1573 Greenbriar Drive,3 bd,3 ba,"1,049,900",L6M3K1,43.446312,-79.730766,Glen Abbey,house,
1375,1569 Greenbriar Crescent,3 bd,3 ba,"935,000",L6M3K1,43.446384,-79.730911,Glen Abbey,house,
1376,1569 Greenbriar Drive,4 bd,4 ba,"949,900",L6M3K1,43.44651,-79.730331,Glen Abbey,house,1660 sqft
1377,2054 Fox Hollow Drive,3 bd,3 ba,"849,000",L6M3K1,43.450161,-79.732956,Glen Abbey,house,
1378,1413-4725 Sheppard Avenue,2 bd,2 ba,"548,000",M1S2Z1,43.790199,-79.254173,Agincourt South-Malvern West,condo,1400-1599 sqft
1379,308-1701 Mccowan Road,2 bd,1 ba,"319,980",M1S2Z1,43.788422,-79.256584,Agincourt South-Malvern West,condo,1000-1199 sqft
1380,306-1703 Mccowan Road,2 bd,1 ba,"325,000",M1S2Z1,43.788448,-79.256805,Agincourt South-Malvern West,condo,1000-1199 sqft
1381,1211-4725 Sheppard Avenue,2 bd,2 ba,"499,800",M1S2Z1,43.790199,-79.254173,Agincourt South-Malvern West,condo,1400-1599 sqft
1382,134 Beverley Glen Boulevard,4 bd,5 ba,"1,880,000",L4J7S8,43.813862,-79.461731,Beverley Glen,house,3500-5000 sqft
1383,104 Macarthur Drive,4 bd,5 ba,"1,790,000",L4J7S8,43.81065,-79.463951,Beverley Glen,house,3500-5000 sqft
1384,38 King High Drive,4 bd,5 ba,"2,350,000",L4J7S8,43.810143,-79.465935,Beverley Glen,house,3500-5000 sqft
1385,452 Beverley Glen Boulevard,4 bd,4 ba,"1,688,000",L4J7S8,43.810688,-79.471115,Beverley Glen,house,3000-3500 sqft
1386,148 King High Drive,6 bd,6 ba,"2,399,000",L4J7S8,43.809544,-79.470108,Beverley Glen,house,3822 sqft
1387,809-1403 Royal York Road,2 bd,2 ba,"619,900",M9P3A7,43.683006,-79.525696,Humber Heights,condo,900-999 sqft
1388,503-1403 Royal York Road,2 bd,2 ba,"599,888",M9P3A7,43.683006,-79.525696,Humber Heights,condo,900-999 sqft
1389,105-1403 Royal York Road,2 bd,2 ba,"699,000",M9P3A7,43.683006,-79.525696,Humber Heights,condo,1000-1199 sqft
1390,202-151 La Rose Avenue,3 bd,2 ba,"365,000",M9P3A7,43.684849,-79.523949,Humber Heights,condo,1000-1199 sqft
1391,1206-1403 Royal York Road,2 bd,2 ba,"619,900",M9P3A7,43.683006,-79.525696,Humber Heights,condo,900-999 sqft
1392,1008-151 La Rose Avenue,2 bd,1 ba,"359,900",M9P3A7,43.684849,-79.523949,Humber Heights,condo,900-999 sqft
1393,20 Cedar Avenue,3 bd,4 ba,"1,690,000",M4E1L6,43.674744,-79.287506,The Beaches,house,
1394,136 Silver Birch Avenue,3 bd,3 ba,"2,099,900",M4E1L6,43.67503,-79.286308,The Beaches,house,
1395,103 Balsam Avenue,5 bd,6 ba,"4,890,000",M4E1L6,43.674469,-79.290672,The Beaches,house,5000 sqft
1396,70 Kinross Avenue,3 bd,4 ba,"599,999",L1M0E8,43.960258,-78.943047,Brooklin,house,
1397,98 Cachet Boulevard,3 bd,3 ba,"774,900",L1M0E8,43.963844,-78.939804,Brooklin,house,2000-2500 sqft
1398,63 Covington Drive,4 bd,4 ba,"829,900",L1M0E8,43.964516,-78.93914,Brooklin,house,2500-3000 sqft
1399,28 Coakwell Drive,5 bd,5 ba,"1,328,888",L6B0L9,43.857197,-79.226807,Box Grove,house,3000-3500 sqft
1400,27 Coakwell Drive,4 bd,5 ba,"1,289,800",L6B0L9,43.856808,-79.226738,Box Grove,house,2500-3000 sqft
1401,7450 Ninth Line,5 bd,4 ba,"2,399,999",L6B0L9,43.852428,-79.229134,Box Grove,house,
1402,651 Hortop Street,2 bd,1 ba,"379,900",L1G4V5,43.914387,-78.87307,O'Neill,house,
1403,544 Masson Street,2 bd,2 ba,"539,000",L1G4V5,43.912125,-78.868942,O'Neill,house,1100-1500 sqft
1404,601 Grierson Street,3 bd,2 ba,"499,900",L1G4V5,43.914375,-78.866493,O'Neill,house,
1405,695 Masson Street,4 bd,2 ba,"699,900",L1G4V5,43.91621,-78.869865,O'Neill,house,
1406,635 Hortop Street,3 bd,1 ba,"425,000",L1G4V5,43.91396,-78.873077,O'Neill,house,
1407,635 Hortop Street,2 bd,1 ba,"425,000",L1G4V5,43.91396,-78.873077,O'Neill,house,
1408,691 Simcoe Street,4 bd,2 ba,"599,900",L1G4V5,43.915806,-78.871025,O'Neill,house,
1409,43 Elmwood Avenue,6 bd,5 ba,"1,499,850",L5G1K7,43.558746,-79.582138,Mineola,house,
1410,38 Oakwood Avenue,3 bd,1 ba,"1,099,850",L5G1K7,43.559704,-79.580826,Mineola,house,
1411,1204 Argreen Road,4 bd,6 ba,"998,800",L5G1K7,43.559975,-79.586327,Mineola,house,
1412,705-8 Ann Street,2 bd,3 ba,"1,499,000",L5G1K7,43.555077,-79.583313,Port Credit,condo,1800-1999 sqft
1413,1103-8 Ann Street,2 bd,2 ba,"769,000",L5G1K7,43.555077,-79.583313,Port Credit,condo,800-899 sqft
1414,58 Compass Way,3 bd,3 ba,"1,439,000",L5G1K7,43.554867,-79.580063,Port Credit,condo,2750-2999 sqft
1415,1302-1 Hurontario Street,2 bd,2 ba,"1,300,000",L5G1K7,43.555984,-79.582207,Port Credit,condo,1200-1399 sqft
1416,13 Compass Way,2 bd,4 ba,"1,289,000",L5G1K7,43.555981,-79.580093,Port Credit,condo,1600-1799 sqft
1417,28 St Lawrence Drive,3 bd,4 ba,"1,395,000",L5G1K7,43.554737,-79.580482,Port Credit,condo,2500-2749 sqft
1418,210-1 Hurontario Street,1 bd,1 ba,"539,999",L5G1K7,43.555984,-79.582207,Port Credit,condo,800-899 sqft
1419,519-1 Hurontario Street,2 bd,2 ba,"795,000",L5G1K7,43.555984,-79.582207,Port Credit,condo,1000-1199 sqft
1420,28 St. Lawrence Drive,3 bd,4 ba,"1,395,000",L5G1K7,43.554661,-79.58049,Port Credit,townhouse,2700 sqft
1421,13 Compass Way,2 bd,4 ba,"1,289,000",L5G1K7,43.555981,-79.580093,Port Credit,townhouse,1610 sqft
1422,318-68 Main Street,2 bd,2 ba,"604,900",L3P2S7,43.876717,-79.260765,Old Markham Village,condo,1000-1199 sqft
1423,312-68 Main Markham Street,1 bd,1 ba,"438,000",L3P2S7,43.876717,-79.260765,Old Markham Village,condo,700-799 sqft
1424,110-68 Main Street,2 bd,2 ba,"649,000",L3P2S7,43.876717,-79.260765,Old Markham Village,condo,1000-1199 sqft
1425,513-68 Main Street N ,2 bd,2 ba,"638,000",L3P2S7,43.876717,-79.260765,Old Markham Village,condo,900-999 sqft
1426,509-68 Main Street,2 bd,2 ba,"749,900",L3P2S7,43.876717,-79.260765,Old Markham Village,condo,1000-1199 sqft
1427,20 Hogan Court,6 bd,8 ba,"2,995,000",L7B1H3,43.921925,-79.530334,King City,house,5000 sqft
1428,30 Richard Serra Court,4 bd,5 ba,"2,588,000",L7B1H3,43.920494,-79.522469,King City,house,3500-5000 sqft
1429,107 Patton Street,3 bd,1 ba,"1,199,000",L7B1H3,43.92672,-79.522713,King City,house,
1430,280 Warren Road,3 bd,3 ba,"1,680,000",L7B1H3,43.926514,-79.51667,King City,house,
1431,46 Hogan Court,6 bd,5 ba,"2,198,000",L7B1H3,43.923691,-79.530655,King City,house,3500-5000 sqft
1432,1 Richard Serra Court,5 bd,7 ba,"3,289,000",L7B1H3,43.920868,-79.518578,King City,house,5000 sqft
1433,106 Patricia Drive,4 bd,4 ba,"2,698,000",L7B1H3,43.922932,-79.522606,King City,house,3500-5000 sqft
1434,246 Patricia Drive,3 bd,3 ba,"1,698,800",L7B1H3,43.924129,-79.517387,King City,house,2000-2500 sqft
1435,23 Lavender Valley Road,4 bd,5 ba,"2,049,000",L7B1H3,43.926514,-79.510185,King City,house,3500-5000 sqft
1436,225 Banner Lane,3 bd,2 ba,"1,699,000",L7B1H3,43.924583,-79.518959,King City,house,
1437,94 Burton Grove,4 bd,4 ba,"1,719,000",L7B1H3,43.922962,-79.517456,King City,house,2500-3000 sqft
1438,178 Patton Street,3 bd,2 ba,"1,100,000",L7B1H3,43.924877,-79.522514,King City,house,
1439,2 Lavender Valley Road,4 bd,5 ba,"2,288,000",L7B1H3,43.927288,-79.508873,King City,house,3500-5000 sqft
1440,34 Lavender Valley Road,4 bd,5 ba,"2,399,000",L7B1H3,43.926689,-79.512268,King City,house,
1441,24 Lavender Valley Road,4 bd,4 ba,"1,999,000",L7B1H3,43.926903,-79.511345,King City,house,3500-5000 sqft
1442,22 Ria Court,4 bd,4 ba,"1,899,000",L7B1H3,43.926094,-79.510811,King City,house,3500-5000 sqft
1443,206 Patricia Drive,3 bd,4 ba,"1,799,000",L7B1H3,43.923813,-79.518967,King City,house,
1444,43 Lavender Valley Road,5 bd,6 ba,"2,599,999",L7B1H3,43.926041,-79.512634,King City,house,5000 sqft
1445,26 Lavender Valley Road,4 bd,6 ba,"2,899,000",L7B1H3,43.926964,-79.511574,King City,house,5000 sqft
1446,96 Patricia Drive,5 bd,5 ba,"3,333,000",L7B1H3,43.922817,-79.522995,King City,house,
1447,39 Patricia Drive,5 bd,8 ba,"3,999,000",L7B1H3,43.921925,-79.524849,King City,house,5000 sqft
1448,17 Lavender Valley Road,4 bd,5 ba,"1,999,000",L7B1H3,43.926628,-79.509644,King City,house,3500-5000 sqft
1449,7 Twin Streams Road,4 bd,3 ba,"845,900",L1R2N1,43.904964,-78.965126,Williamsburg,house,2500-3000 sqft
1450,119 Clearspring Road,3 bd,3 ba,"1,799,900",L1R2N1,43.90374,-78.956543,Williamsburg,house,3000-3500 sqft
1451,25 Geddy Street,3 bd,3 ba,"769,898",L1R2N1,43.906975,-78.966095,Williamsburg,house,2500-3000 sqft
1452,557 Cranbrooke Avenue,4 bd,5 ba,"2,798,000",M5M4K1,43.723827,-79.427528,Bedford Park-Nortown,house,
1453,382 Brooke Avenue,3 bd,2 ba,"2,100,000",M5M4K1,43.731144,-79.42997,Bedford Park-Nortown,house,
1454,84 Marmion Avenue,4 bd,4 ba,"2,888,000",M5M4K1,43.72707,-79.430321,Bedford Park-Nortown,house,3000-3500 sqft
1455,533 Cranbrooke Avenue,4 bd,5 ba,"3,395,000",M5M4K1,43.724346,-79.425575,Bedford Park-Nortown,house,
1456,583 St Germain Avenue,4 bd,6 ba,"3,399,000",M5M4K1,43.726696,-79.426323,Bedford Park-Nortown,house,3000-3500 sqft
1457,83 Marmion Avenue,4 bd,5 ba,"1,649,000",M5M4K1,43.726677,-79.430107,Bedford Park-Nortown,house,
1458,2 Kereven Street,3 bd,2 ba,"2,699,000",M5M4K1,43.730228,-79.426788,Bedford Park-Nortown,house,
1459,34 Charing Crescent,4 bd,5 ba,"1,329,000",L4G6P3,43.969898,-79.486885,Aurora Highlands,house,3500-5000 sqft
1460,14 Chiswick Crescent,4 bd,4 ba,"1,119,500",L4G6P3,43.970257,-79.482407,Aurora Highlands,house,
1461,152 Carlyle Crescent,4 bd,4 ba,"1,085,000",L4G6P3,43.967049,-79.483551,Aurora Highlands,house,2500-3000 sqft
1462,14306 Bathurst Street,4 bd,3 ba,"1,750,000",L4G6P3,43.970112,-79.490593,Aurora Highlands,house,
1463,100 Tozer Crescent,4 bd,5 ba,"999,999",L1T4Y4,43.882652,-79.048943,Northwest Ajax,house,3500-5000 sqft
1464,7 Armitage Crescent,4 bd,4 ba,"759,900",L1T4Y4,43.8797,-79.038139,Northwest Ajax,house,2000-2500 sqft
1465,97 Hopkinson Crescent,3 bd,3 ba,"789,900",L1T4Y4,43.880169,-79.041023,Northwest Ajax,house,2000-2500 sqft
1466,55 Bradbury Chase,4 bd,3 ba,"889,800",L1T4Y4,43.879642,-79.036896,Northwest Ajax,house,2500-3000 sqft
1467,46 Bevan Crescent,4 bd,4 ba,"848,500",L1T4Y4,43.880287,-79.046356,Northwest Ajax,house,2500-3000 sqft
1468,53 Hopkinson Crescent,4 bd,3 ba,"800,000",L1T4Y4,43.878578,-79.043228,Northwest Ajax,house,2500-3000 sqft
1469,7 Glennie Drive,4 bd,3 ba,"898,000",L1T4Y4,43.881027,-79.048561,Northwest Ajax,house,2000-2500 sqft
1470,31 Telford Street,3 bd,4 ba,"764,900",L1T4Y4,43.87878,-79.047066,Northwest Ajax,house,
1471,37-5950 Glen Erin Drive,3 bd,3 ba,"599,900",L5M5J9,43.573524,-79.737038,Central Erin Mills,condo,1200-1399 sqft
1472,78-5662 Glen Erin Drive,3 bd,4 ba,"644,900",L5M5J9,43.566376,-79.729912,Central Erin Mills,condo,1400-1599 sqft
1473,18-5658 Glen Erin Drive,2 bd,3 ba,"744,900",L5M5J9,43.566238,-79.729805,Central Erin Mills,condo,1000-1199 sqft
1474,3204 Coralbean Place,3 bd,3 ba,"920,000",L5N5R2,43.581993,-79.774467,Meadowvale,house,
1475,3249 Wildflowers Court,4 bd,4 ba,"989,999",L5N5R2,43.579784,-79.773582,Meadowvale,house,
1476,151 Stave Crescent,4 bd,5 ba,"999,900",L4C9J2,43.890472,-79.456612,Westbrook,house,
1477,77 Shaftsbury Avenue,4 bd,5 ba,"1,488,000",L4C9J2,43.891968,-79.454018,Westbrook,house,3000-3500 sqft
1478,9 Kirkland Court,4 bd,3 ba,"1,289,000",L4C9J2,43.886562,-79.458984,Westbrook,house,3000-3500 sqft
1479,37 Stave Crescent,4 bd,4 ba,"1,599,900",L4C9J2,43.888466,-79.453667,Westbrook,house,3000-3500 sqft
1480,65 Canyon Hill Avenue,4 bd,5 ba,"1,698,880",L4C9J2,43.88929,-79.460526,Westbrook,house,3000-3500 sqft
1481,35 Larratt Lane,4 bd,4 ba,"1,299,000",L4C9J2,43.888577,-79.458412,Westbrook,house,3000-3500 sqft
1482,127 Stave Crescent,4 bd,5 ba,"1,400,000",L4C9J2,43.889847,-79.458519,Westbrook,house,3000-3500 sqft
1483,86 Canyon Hill Avenue,4 bd,3 ba,"1,175,000",L4C9J2,43.890675,-79.45916,Westbrook,house,
1484,335 Elgin Mills Road,3 bd,1 ba,"1,380,000",L4C9J2,43.886913,-79.452904,Westbrook,house,
1485,187 Bonnieglen Farm Boulevard,5 bd,5 ba,"1,065,000",L7C3R1,43.760746,-79.821762,Rural Caledon,house,3000-3500 sqft
1486,125 Larson Peak Road,4 bd,4 ba,"1,040,000",L7C3R1,43.756016,-79.820312,Rural Caledon,house,2500-3000 sqft
1487,66 Mcechearn Crescent,2 bd,4 ba,"769,900",L7C3R1,43.759212,-79.822266,Rural Caledon,house,
1488,3 Fawnridge Road,4 bd,5 ba,"999,000",L7C3R1,43.758457,-79.828049,Rural Caledon,house,2500-3000 sqft
1489,16 Kearny Avenue,3 bd,4 ba,"899,800",L7C3R1,43.754475,-79.822777,Rural Caledon,house,2000-2500 sqft
1490,1346 Lakeshore Road,3 bd,3 ba,"1,600,000",L5J2W1,43.525551,-79.613266,Clarkson,house,2000-2500 sqft
1491,1897 Balsam Avenue,2 bd,2 ba,"899,000",L5J2W1,43.517288,-79.630707,Clarkson,house,
1492,1174 Welwyn Drive,3 bd,3 ba,"1,380,000",L5J2W1,43.517593,-79.631287,Clarkson,house,
1493,1426 Clarkson Road,4 bd,5 ba,"2,650,000",L5J2W1,43.524963,-79.635033,Clarkson,house,3500-5000 sqft
1494,927 Ingersoll Court,3 bd,2 ba,"1,339,000",L5J2W1,43.518723,-79.617989,Clarkson,house,
1495,1211 Welwyn Drive,3 bd,2 ba,"1,049,900",L5J2W1,43.5182,-79.632202,Clarkson,house,1100-1500 sqft
1496,1851 Fellen Place,3 bd,4 ba,"1,298,000",L5J2W1,43.517311,-79.627403,Clarkson,house,2045 sqft
1497,1851 Fellen Place,4 bd,4 ba,"1,298,000",L5J2W1,43.517376,-79.628082,Clarkson,house,2000-2500 sqft
1498,1929 Hindhead Road,3 bd,2 ba,"1,275,000",L5J2W1,43.518215,-79.634003,Clarkson,house,
1499,1466 Flaminia Court,5 bd,4 ba,"1,625,000",L5J2W1,43.521465,-79.613876,Clarkson,house,2500-3000 sqft
1500,1317 Ravine Drive,5 bd,8 ba,"4,599,000",L5J2W1,43.525726,-79.62928,Clarkson,house,5000 sqft
1501,1315 Bramblewood Lane,3 bd,3 ba,"1,589,000",L5J2W1,43.529369,-79.614868,Clarkson,house,2500-3000 sqft
1502,1329 Whiteoaks Avenue,5 bd,7 ba,"5,198,800",L5J2W1,43.528786,-79.626389,Clarkson,house,5000 sqft
1503,1007-100 Wingarden Court,2 bd,2 ba,"269,900",M1B1Y3,43.811363,-79.226036,Malvern,condo,1000-1199 sqft
1504,121-90 Wingarden Court,4 bd,3 ba,"499,000",M1B1Y3,43.810673,-79.226921,Malvern,condo,1200-1399 sqft
1505,2008-100 Wingarden Court,2 bd,2 ba,"329,900",M1B1Y3,43.811363,-79.226036,Malvern,condo,1000-1199 sqft
1506,1648 Pepperwood Gate,4 bd,4 ba,"765,000",L1X2K5,43.859001,-79.08593,Brock Ridge,house,2000-2500 sqft
1507,1583 Dellbrook Avenue,3 bd,4 ba,"849,500",L1X2K5,43.860294,-79.089081,Brock Ridge,house,2000-2500 sqft
1508,2144 Blue Ridge Crescent,3 bd,3 ba,"674,900",L1X2K5,43.861927,-79.086273,Brock Ridge,house,
1509,1648 Pepperwood Gate,4 bd,4 ba,"784,800",L1X2K5,43.859001,-79.08593,Brock Ridge,house,2000-2500 sqft
1510,1606 Baggins Street,4 bd,3 ba,"799,000",L1X2K5,43.862232,-79.084724,Brock Ridge,house,
1511,1591 Greenmount Street,4 bd,4 ba,"849,000",L1X2K5,43.856609,-79.087563,Brock Ridge,house,2000-2500 sqft
1512,1556 Dellbrook Avenue,3 bd,4 ba,"749,900",L1X2K5,43.859993,-79.09127,Brock Ridge,house,
1513,401 Sunny Meadow Boulevard,4 bd,5 ba,"949,900",L7C2P9,43.767799,-79.764671,Sandringham-Wellington,house,2500-3000 sqft
1514,14 Rockbank Road,3 bd,4 ba,"878,800",L7C2P9,43.760082,-79.780655,Sandringham-Wellington,house,
1515,59 Watsonbrook Drive,4 bd,5 ba,"898,900",L7C2P9,43.761448,-79.768532,Sandringham-Wellington,house,
1516,1 Addiscott Street,4 bd,5 ba,"939,900",L7C2P9,43.756886,-79.773262,Sandringham-Wellington,house,
1517,1 Russell Creek Drive,4 bd,5 ba,"999,900",L7C2P9,43.75919,-79.778267,Sandringham-Wellington,house,2500-3000 sqft
1518,187 Bonnieglen Farm Boulevard,5 bd,5 ba,"1,065,000",L7C2P9,43.760746,-79.821762,Sandringham-Wellington,house,3000-3500 sqft
1519,438 Sunny Meadow Boulevard,4 bd,4 ba,"989,000",L7C2P9,43.767509,-79.765594,Sandringham-Wellington,house,
